848238,2018-05-26 19:57:54+01,0,0,0,0,1,64,1683,13117,0,0,0,,21
848239,2018-05-26 19:57:54+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848240,2018-05-26 19:57:54+01,0,0,0,0,2,128,256,14544,0,0,0,,19
848244,2018-05-26 19:58:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848245,2018-05-26 19:58:17+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848246,2018-05-26 19:58:17+01,0,0,0,0,1,64,1644,13156,0,0,32,,22
848241,2018-05-26 19:58:24+01,0,0,0,0,1,64,1683,13117,0,0,0,,21
848242,2018-05-26 19:58:24+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848243,2018-05-26 19:58:24+01,0,0,0,0,2,128,256,14544,0,0,0,,19
848250,2018-05-26 19:58:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848251,2018-05-26 19:58:47+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848252,2018-05-26 19:58:47+01,0,0,0,0,1,64,1644,13156,0,0,32,,22
848247,2018-05-26 19:58:54+01,0,0,0,0,1,64,1683,13117,0,0,0,,21
848248,2018-05-26 19:58:54+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848249,2018-05-26 19:58:54+01,0,0,0,0,2,128,256,14544,0,0,0,,19
848253,2018-05-26 19:59:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848254,2018-05-26 19:59:17+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848255,2018-05-26 19:59:17+01,0,0,0,0,1,64,1644,13156,0,0,32,,22
848256,2018-05-26 19:59:24+01,0,0,0,0,2,128,1747,13053,0,0,0,,21
848257,2018-05-26 19:59:24+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848258,2018-05-26 19:59:24+01,0,0,0,0,2,128,256,14544,0,0,0,,19
848259,2018-05-26 19:59:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848260,2018-05-26 19:59:47+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848261,2018-05-26 19:59:47+01,0,0,0,0,1,64,1644,13156,0,0,32,,22
848262,2018-05-26 19:59:54+01,0,0,0,0,2,128,1747,13053,0,0,0,,21
848263,2018-05-26 19:59:54+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848264,2018-05-26 19:59:54+01,0,0,0,0,2,128,256,14544,0,0,0,,19
848268,2018-05-26 20:00:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848269,2018-05-26 20:00:17+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848270,2018-05-26 20:00:17+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848265,2018-05-26 20:00:24+01,0,0,0,0,2,128,1747,13053,0,0,0,,21
848266,2018-05-26 20:00:24+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848267,2018-05-26 20:00:24+01,0,0,0,0,2,128,256,14544,0,0,0,,19
848271,2018-05-26 20:00:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848272,2018-05-26 20:00:47+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848273,2018-05-26 20:00:47+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848274,2018-05-26 20:00:54+01,0,0,0,0,2,128,1747,13053,0,0,0,,21
848275,2018-05-26 20:00:54+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848276,2018-05-26 20:00:54+01,0,0,0,0,2,128,256,14544,0,0,0,,19
848277,2018-05-26 20:01:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848278,2018-05-26 20:01:17+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848279,2018-05-26 20:01:17+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848280,2018-05-26 20:01:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848281,2018-05-26 20:01:47+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848282,2018-05-26 20:01:47+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848283,2018-05-26 20:01:54+01,0,0,0,0,5,320,1939,12861,0,0,0,,21
848284,2018-05-26 20:01:54+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848285,2018-05-26 20:01:54+01,0,0,0,0,2,128,256,14544,0,0,0,,19
848292,2018-05-26 20:02:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848293,2018-05-26 20:02:17+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848294,2018-05-26 20:02:17+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848286,2018-05-26 20:02:24+01,0,0,0,0,5,320,1939,12861,0,0,0,,21
848287,2018-05-26 20:02:24+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848288,2018-05-26 20:02:24+01,0,0,0,0,2,128,256,14544,0,0,0,,19
848289,2018-05-26 20:02:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848290,2018-05-26 20:02:47+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848291,2018-05-26 20:02:47+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848295,2018-05-26 20:02:54+01,0,0,0,0,5,320,1939,12861,0,0,0,,21
848296,2018-05-26 20:02:54+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848297,2018-05-26 20:02:54+01,0,0,0,0,2,128,256,14544,0,0,0,,19
848298,2018-05-26 20:03:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848299,2018-05-26 20:03:17+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848300,2018-05-26 20:03:17+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848301,2018-05-26 20:03:24+01,0,0,0,0,5,320,1939,12861,0,0,0,,21
848302,2018-05-26 20:03:24+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848303,2018-05-26 20:03:24+01,0,0,0,0,2,128,256,14544,0,0,0,,19
848304,2018-05-26 20:03:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848305,2018-05-26 20:03:47+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848306,2018-05-26 20:03:47+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848307,2018-05-26 20:03:54+01,0,0,0,0,5,320,1939,12861,0,0,0,,21
848308,2018-05-26 20:03:54+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848309,2018-05-26 20:03:54+01,0,0,0,0,7,448,576,14224,0,0,0,,19
848310,2018-05-26 20:04:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848311,2018-05-26 20:04:17+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848312,2018-05-26 20:04:17+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848313,2018-05-26 20:04:24+01,0,0,0,0,5,320,1939,12861,0,0,0,,21
848314,2018-05-26 20:04:24+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848315,2018-05-26 20:04:24+01,0,0,0,0,10,640,768,14032,0,0,0,,19
848316,2018-05-26 20:04:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848317,2018-05-26 20:04:47+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848318,2018-05-26 20:04:47+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848319,2018-05-26 20:04:54+01,0,0,0,0,5,320,1939,12861,0,0,0,,21
848320,2018-05-26 20:04:54+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848321,2018-05-26 20:04:54+01,0,0,0,0,10,640,768,14032,0,0,0,,19
848322,2018-05-26 20:05:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848323,2018-05-26 20:05:17+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848324,2018-05-26 20:05:17+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848325,2018-05-26 20:05:24+01,0,0,0,0,5,320,1939,12861,0,0,0,,21
848326,2018-05-26 20:05:24+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848327,2018-05-26 20:05:24+01,0,0,0,0,13,832,960,13840,0,0,0,,19
848328,2018-05-26 20:05:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848329,2018-05-26 20:05:47+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848330,2018-05-26 20:05:47+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848331,2018-05-26 20:05:54+01,0,0,0,0,5,320,1939,12861,0,0,0,,21
848332,2018-05-26 20:05:54+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848333,2018-05-26 20:05:54+01,0,0,0,0,13,832,960,13840,0,0,0,,19
848337,2018-05-26 20:06:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848338,2018-05-26 20:06:17+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848339,2018-05-26 20:06:17+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848334,2018-05-26 20:06:24+01,0,0,0,0,5,320,1939,12861,0,0,0,,21
848335,2018-05-26 20:06:24+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848336,2018-05-26 20:06:24+01,0,0,0,0,13,832,960,13840,0,0,0,,19
848340,2018-05-26 20:06:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848341,2018-05-26 20:06:47+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848342,2018-05-26 20:06:47+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848343,2018-05-26 20:06:54+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848344,2018-05-26 20:06:54+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848345,2018-05-26 20:06:54+01,0,0,0,0,14,896,1024,13776,0,0,0,,19
848346,2018-05-26 20:07:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848347,2018-05-26 20:07:17+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848348,2018-05-26 20:07:17+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848349,2018-05-26 20:07:24+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848350,2018-05-26 20:07:24+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848351,2018-05-26 20:07:24+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848352,2018-05-26 20:07:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848353,2018-05-26 20:07:47+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848354,2018-05-26 20:07:47+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848355,2018-05-26 20:07:54+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848356,2018-05-26 20:07:54+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848357,2018-05-26 20:07:54+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848358,2018-05-26 20:08:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848359,2018-05-26 20:08:17+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848360,2018-05-26 20:08:17+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848361,2018-05-26 20:08:24+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848362,2018-05-26 20:08:24+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848363,2018-05-26 20:08:24+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848364,2018-05-26 20:08:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848365,2018-05-26 20:08:47+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848366,2018-05-26 20:08:47+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848367,2018-05-26 20:08:54+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848368,2018-05-26 20:08:54+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848369,2018-05-26 20:08:54+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848370,2018-05-26 20:09:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848371,2018-05-26 20:09:17+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848372,2018-05-26 20:09:17+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848373,2018-05-26 20:09:24+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848374,2018-05-26 20:09:24+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848375,2018-05-26 20:09:24+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848376,2018-05-26 20:09:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848377,2018-05-26 20:09:47+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848378,2018-05-26 20:09:47+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848379,2018-05-26 20:09:54+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848380,2018-05-26 20:09:54+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848381,2018-05-26 20:09:54+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848385,2018-05-26 20:10:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848386,2018-05-26 20:10:17+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848387,2018-05-26 20:10:17+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848382,2018-05-26 20:10:24+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848383,2018-05-26 20:10:24+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848384,2018-05-26 20:10:24+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848388,2018-05-26 20:10:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848389,2018-05-26 20:10:47+01,0,0,0,0,1,64,3444,11356,0,0,32,,23
848390,2018-05-26 20:10:47+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848391,2018-05-26 20:10:54+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848392,2018-05-26 20:10:54+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848393,2018-05-26 20:10:54+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848394,2018-05-26 20:11:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848395,2018-05-26 20:11:17+01,0,0,0,0,3,192,3572,11228,0,0,32,,23
848396,2018-05-26 20:11:17+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848397,2018-05-26 20:11:24+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848398,2018-05-26 20:11:24+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848399,2018-05-26 20:11:24+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848400,2018-05-26 20:11:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848401,2018-05-26 20:11:47+01,0,0,0,0,3,192,3572,11228,0,0,32,,23
848402,2018-05-26 20:11:47+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848403,2018-05-26 20:11:54+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848404,2018-05-26 20:11:54+01,0,0,0,0,3,192,1788,13012,0,0,0,,20
848405,2018-05-26 20:11:54+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848409,2018-05-26 20:12:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848410,2018-05-26 20:12:17+01,0,0,0,0,3,192,3572,11228,0,0,32,,23
848411,2018-05-26 20:12:17+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848406,2018-05-26 20:12:24+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848407,2018-05-26 20:12:24+01,0,0,0,0,5,320,1916,12884,0,0,0,,20
848408,2018-05-26 20:12:24+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848412,2018-05-26 20:12:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848413,2018-05-26 20:12:47+01,0,0,0,0,3,192,3572,11228,0,0,32,,23
848414,2018-05-26 20:12:47+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848415,2018-05-26 20:12:54+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848416,2018-05-26 20:12:54+01,0,0,0,0,5,320,1916,12884,0,0,0,,20
848417,2018-05-26 20:12:54+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848421,2018-05-26 20:13:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848422,2018-05-26 20:13:17+01,0,0,0,0,3,192,3572,11228,0,0,32,,23
848423,2018-05-26 20:13:17+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848418,2018-05-26 20:13:24+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848419,2018-05-26 20:13:24+01,0,0,0,0,5,320,1916,12884,0,0,0,,20
848420,2018-05-26 20:13:24+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848427,2018-05-26 20:13:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848428,2018-05-26 20:13:47+01,0,0,0,0,3,192,3572,11228,0,0,32,,23
848429,2018-05-26 20:13:47+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848424,2018-05-26 20:13:54+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848425,2018-05-26 20:13:54+01,0,0,0,0,5,320,1916,12884,0,0,0,,20
848426,2018-05-26 20:13:54+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848430,2018-05-26 20:14:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848431,2018-05-26 20:14:17+01,0,0,0,0,3,192,3572,11228,0,0,32,,23
848432,2018-05-26 20:14:17+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848433,2018-05-26 20:14:24+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848434,2018-05-26 20:14:24+01,0,0,0,0,5,320,1916,12884,0,0,0,,20
848435,2018-05-26 20:14:24+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848436,2018-05-26 20:14:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848437,2018-05-26 20:14:47+01,0,0,0,0,3,192,3572,11228,0,0,32,,23
848438,2018-05-26 20:14:47+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848439,2018-05-26 20:14:54+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848440,2018-05-26 20:14:54+01,0,0,0,0,5,320,1916,12884,0,0,0,,20
848441,2018-05-26 20:14:54+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848442,2018-05-26 20:15:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848443,2018-05-26 20:15:17+01,0,0,0,0,3,192,3572,11228,0,0,32,,23
848444,2018-05-26 20:15:17+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848445,2018-05-26 20:15:24+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848446,2018-05-26 20:15:24+01,0,0,0,0,5,320,1916,12884,0,0,0,,20
848447,2018-05-26 20:15:24+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848451,2018-05-26 20:15:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848452,2018-05-26 20:15:47+01,0,0,0,0,3,192,3572,11228,0,0,32,,23
848453,2018-05-26 20:15:47+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848448,2018-05-26 20:15:54+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848449,2018-05-26 20:15:54+01,0,0,0,0,5,320,1916,12884,0,0,0,,20
848450,2018-05-26 20:15:54+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848454,2018-05-26 20:16:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848455,2018-05-26 20:16:17+01,0,0,0,0,3,192,3572,11228,0,0,32,,23
848456,2018-05-26 20:16:17+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848457,2018-05-26 20:16:24+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848458,2018-05-26 20:16:24+01,0,0,0,0,5,320,1916,12884,0,0,0,,20
848459,2018-05-26 20:16:24+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848460,2018-05-26 20:16:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848461,2018-05-26 20:16:47+01,0,0,0,0,3,192,3572,11228,0,0,32,,23
848462,2018-05-26 20:16:47+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848463,2018-05-26 20:16:54+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848464,2018-05-26 20:16:54+01,0,0,0,0,5,320,1916,12884,0,0,0,,20
848465,2018-05-26 20:16:54+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848469,2018-05-26 20:17:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848470,2018-05-26 20:17:17+01,0,0,0,0,3,192,3572,11228,0,0,32,,23
848471,2018-05-26 20:17:17+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848466,2018-05-26 20:17:24+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848467,2018-05-26 20:17:24+01,0,0,0,0,5,320,1916,12884,0,0,0,,20
848468,2018-05-26 20:17:24+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848472,2018-05-26 20:17:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848473,2018-05-26 20:17:47+01,0,0,0,0,3,192,3572,11228,0,0,32,,23
848474,2018-05-26 20:17:47+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848475,2018-05-26 20:17:54+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848476,2018-05-26 20:17:54+01,0,0,0,0,5,320,1916,12884,0,0,0,,20
848477,2018-05-26 20:17:54+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848478,2018-05-26 20:18:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848479,2018-05-26 20:18:17+01,0,0,0,0,3,192,3572,11228,0,0,32,,23
848480,2018-05-26 20:18:17+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848481,2018-05-26 20:18:24+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848482,2018-05-26 20:18:24+01,0,0,0,0,5,320,1916,12884,0,0,0,,20
848483,2018-05-26 20:18:24+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848484,2018-05-26 20:18:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848485,2018-05-26 20:18:47+01,0,0,0,0,3,192,3572,11228,0,0,32,,23
848486,2018-05-26 20:18:47+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848487,2018-05-26 20:18:54+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848488,2018-05-26 20:18:54+01,0,0,0,0,5,320,1916,12884,0,0,0,,20
848489,2018-05-26 20:18:54+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848490,2018-05-26 20:19:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848491,2018-05-26 20:19:17+01,0,0,0,0,3,192,3572,11228,0,0,32,,23
848492,2018-05-26 20:19:17+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848493,2018-05-26 20:19:24+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848494,2018-05-26 20:19:24+01,0,0,0,0,5,320,1916,12884,0,0,0,,20
848495,2018-05-26 20:19:24+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848496,2018-05-26 20:19:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848497,2018-05-26 20:19:47+01,0,0,0,0,3,192,3572,11228,0,0,32,,23
848498,2018-05-26 20:19:47+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848499,2018-05-26 20:19:54+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848500,2018-05-26 20:19:54+01,0,0,0,0,5,320,1916,12884,0,0,0,,20
848501,2018-05-26 20:19:54+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848502,2018-05-26 20:20:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848503,2018-05-26 20:20:17+01,0,0,0,0,3,192,3572,11228,0,0,32,,23
848504,2018-05-26 20:20:17+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848505,2018-05-26 20:20:24+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848506,2018-05-26 20:20:24+01,0,0,0,0,5,320,1916,12884,0,0,0,,20
848507,2018-05-26 20:20:24+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848511,2018-05-26 20:20:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848512,2018-05-26 20:20:47+01,0,0,0,0,3,192,3572,11228,0,0,32,,23
848513,2018-05-26 20:20:47+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848508,2018-05-26 20:20:54+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848509,2018-05-26 20:20:54+01,0,0,0,0,5,320,1916,12884,0,0,0,,20
848510,2018-05-26 20:20:54+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848514,2018-05-26 20:21:17+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848515,2018-05-26 20:21:17+01,0,0,0,0,3,192,3572,11228,0,0,32,,23
848516,2018-05-26 20:21:17+01,0,0,0,0,5,320,1900,12900,0,0,32,,22
848517,2018-05-26 20:21:24+01,0,0,0,0,6,384,2003,12797,0,0,0,,21
848518,2018-05-26 20:21:24+01,0,0,0,0,5,320,1916,12884,0,0,0,,20
848519,2018-05-26 20:21:24+01,0,0,0,0,15,960,1088,13712,0,0,0,,19
848520,2018-05-26 20:21:47+01,0,0,0,0,1,64,1187,13613,0,0,32,,24
848521,2018-05-26 20:21:47+01,0,0,0,0,3,192,3572,11228,0,0,32,,23
